track_key	file_accession	experiment	model_accession	model	track_type	format	assay	target	biosample	tissue	organ	system	strand	score_type	qc_flag
ENCFF953WLU	ENCFF953WLU	ENCSR590KEQ	ENCSR728JEK	BPNet	sequence motifs instances	bigBed	ChIP-seq	ARNT	GM12878	cell-line	cell-line	cell-line	none	none	passed
ENCFF794TXQ	ENCFF794TXQ	ENCSR760UKJ	ENCSR572ENG	BPNet	sequence motifs instances	bigBed	ChIP-seq	ARNT	HEK293T	cell-line	cell-line	cell-line	none	none	passed
ENCFF826KZR	ENCFF826KZR	ENCSR267TGY	ENCSR041XVL	BPNet	sequence motifs instances	bigBed	ChIP-seq	ARNT2	HepG2	cell-line	cell-line	cell-line	none	none	passed
ENCFF320TXX	ENCFF320TXX	ENCSR794LVK	ENCSR768KYM	BPNet	sequence motifs instances	bigBed	ChIP-seq	ARNTL	HepG2	cell-line	cell-line	cell-line	none	none	passed
ENCFF588VRO	ENCFF588VRO	ENCSR949COJ	ENCSR195HNX	BPNet	sequence motifs instances	bigBed	ChIP-seq	ARNTL	SK-N-SH	cell-line	cell-line	cell-line	none	none	passed
ENCFF276NYI	ENCFF276NYI	ENCSR253OON	ENCSR921NDS	BPNet	sequence motifs instances	bigBed	ChIP-seq	ATF1	HepG2	cell-line	cell-line	cell-line	none	none	passed
ENCFF589FJW	ENCFF589FJW	ENCSR085XDP	ENCSR492OAC	BPNet	sequence motifs instances	bigBed	ChIP-seq	ATF1	K562	cell-line	cell-line	cell-line	none	none	passed
ENCFF763OIN	ENCFF763OIN	ENCSR000DNZ	ENCSR945EBR	BPNet	sequence motifs instances	bigBed	ChIP-seq	ATF1	K562	cell-line	cell-line	cell-line	none	none	passed
ENCFF819KQC	ENCFF819KQC	ENCSR159OCC	ENCSR098GCX	BPNet	sequence motifs instances	bigBed	ChIP-seq	ATF1	K562	cell-line	cell-line	cell-line	none	none	passed
ENCFF849BSJ	ENCFF849BSJ	ENCSR091GVJ	ENCSR901APQ	BPNet	sequence motifs instances	bigBed	ChIP-seq	ATF1	K562	cell-line	cell-line	cell-line	none	none	passed
ENCFF327JXB	ENCFF327JXB	ENCSR887VJM	ENCSR066VPU	BPNet	sequence motifs instances	bigBed	ChIP-seq	ATF1	WTC11	cell-line	cell-line	cell-line	none	none	passed
ENCFF089ECX	ENCFF089ECX	ENCSR000BQK	ENCSR805HVX	BPNet	sequence motifs instances	bigBed	ChIP-seq	ATF2	GM12878	cell-line	cell-line	cell-line	none	none	passed
ENCFF649HQQ	ENCFF649HQQ	ENCSR961PPA	ENCSR948FHI	BPNet	sequence motifs instances	bigBed	ChIP-seq	ATF2	GM12878	cell-line	cell-line	cell-line	none	none	passed
ENCFF038VBS	ENCFF038VBS	ENCSR000BQU	ENCSR351BPK	BPNet	sequence motifs instances	bigBed	ChIP-seq	ATF2	H1	cell-line	cell-line	cell-line	none	none	passed
ENCFF757FUO	ENCFF757FUO	ENCSR217HTK	ENCSR510IRZ	BPNet	sequence motifs instances	bigBed	ChIP-seq	ATF2	HEK293	cell-line	cell-line	cell-line	none	none	passed
ENCFF040RUP	ENCFF040RUP	ENCSR047BUZ	ENCSR268FRB	BPNet	sequence motifs instances	bigBed	ChIP-seq	ATF2	HepG2	cell-line	cell-line	cell-line	none	none	passed
ENCFF537FTT	ENCFF537FTT	ENCSR908HWZ	ENCSR290NUC	BPNet	sequence motifs instances	bigBed	ChIP-seq	ATF2	HepG2	cell-line	cell-line	cell-line	none	none	passed
ENCFF285ORF	ENCFF285ORF	ENCSR869IUD	ENCSR762MDC	BPNet	sequence motifs instances	bigBed	ChIP-seq	ATF2	K562	cell-line	cell-line	cell-line	none	none	passed
ENCFF918CIP	ENCFF918CIP	ENCSR014ARU	ENCSR329DYY	BPNet	sequence motifs instances	bigBed	ChIP-seq	ATF2	K562	cell-line	cell-line	cell-line	none	none	passed
ENCFF738QTU	ENCFF738QTU	ENCSR000BPS	ENCSR473TBT	BPNet	sequence motifs instances	bigBed	ChIP-seq	ATF3	A549	cell-line	cell-line	cell-line	none	none	passed
ENCFF097GDO	ENCFF097GDO	ENCSR000BKC	ENCSR957UER	BPNet	sequence motifs instances	bigBed	ChIP-seq	ATF3	H1	cell-line	cell-line	cell-line	none	none	passed
ENCFF326TDL	ENCFF326TDL	ENCSR000BUG	ENCSR070KTD	BPNet	sequence motifs instances	bigBed	ChIP-seq	ATF3	HCT116	cell-line	cell-line	cell-line	none	none	passed
ENCFF681RWT	ENCFF681RWT	ENCSR000BKE	ENCSR469WUV	BPNet	sequence motifs instances	bigBed	ChIP-seq	ATF3	HepG2	cell-line	cell-line	cell-line	none	none	passed
ENCFF999FAB	ENCFF999FAB	ENCSR402ZCY	ENCSR295WDS	BPNet	sequence motifs instances	bigBed	ChIP-seq	ATF3	HepG2	cell-line	cell-line	cell-line	none	none	passed
ENCFF261YWR	ENCFF261YWR	ENCSR028UIU	ENCSR405ECI	BPNet	sequence motifs instances	bigBed	ChIP-seq	ATF3	K562	cell-line	cell-line	cell-line	none	none	passed
ENCFF264MPV	ENCFF264MPV	ENCSR000BNU	ENCSR938IXD	BPNet	sequence motifs instances	bigBed	ChIP-seq	ATF3	K562	cell-line	cell-line	cell-line	none	none	passed
ENCFF392RCM	ENCFF392RCM	ENCSR000DOG	ENCSR171HUI	BPNet	sequence motifs instances	bigBed	ChIP-seq	ATF3	K562	cell-line	cell-line	cell-line	none	none	passed
ENCFF455VOY	ENCFF455VOY	ENCSR632DCH	ENCSR697WUY	BPNet	sequence motifs instances	bigBed	ChIP-seq	ATF3	K562	cell-line	cell-line	cell-line	none	none	passed
ENCFF694AFE	ENCFF694AFE	ENCSR205FOW	ENCSR747WRJ	BPNet	sequence motifs instances	bigBed	ChIP-seq	ATF3	liver	liver	liver	digestive-system	none	none	passed
ENCFF850DNX	ENCFF850DNX	ENCSR480LIS	ENCSR899JOK	BPNet	sequence motifs instances	bigBed	ChIP-seq	ATF3	liver	liver	liver	digestive-system	none	none	passed
ENCFF149BJV	ENCFF149BJV	ENCSR288ZFV	ENCSR541PJK	BPNet	sequence motifs instances	bigBed	ChIP-seq	ATF4	HepG2	cell-line	cell-line	cell-line	none	none	passed
ENCFF183NLQ	ENCFF183NLQ	ENCSR965SHB	ENCSR542HXB	BPNet	sequence motifs instances	bigBed	ChIP-seq	ATF4	HepG2	cell-line	cell-line	cell-line	none	none	passed
