track_key	file_accession	experiment	model_accession	model	track_type	format	assay	target	biosample	tissue	organ	system	strand	score_type	qc_flag
ENCFF388DVP	ENCFF388DVP	ENCSR498FCF	ENCSR960ASG	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	DNase-seq	none	CD4-positive,-alpha-beta-T-cell	t-cell	immune	immune-system	none	none	passed
ENCFF469GDJ	ENCFF469GDJ	ENCSR155NBS	ENCSR811XVY	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	DNase-seq	none	CD4-positive,-alpha-beta-T-cell	t-cell	immune	immune-system	none	none	passed
ENCFF516DJT	ENCFF516DJT	ENCSR366KPR	ENCSR886YTD	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	DNase-seq	none	CD4-positive,-alpha-beta-T-cell	t-cell	immune	immune-system	none	none	passed
ENCFF535IQU	ENCFF535IQU	ENCSR129GCL	ENCSR165LWU	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	DNase-seq	none	CD4-positive,-alpha-beta-T-cell	t-cell	immune	immune-system	none	none	passed
ENCFF536RXD	ENCFF536RXD	ENCSR314IOV	ENCSR163HRT	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	DNase-seq	none	CD4-positive,-alpha-beta-T-cell	t-cell	immune	immune-system	none	none	passed
ENCFF658NHW	ENCFF658NHW	ENCSR289GZQ	ENCSR773NUG	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	DNase-seq	none	CD4-positive,-alpha-beta-T-cell	t-cell	immune	immune-system	none	none	passed
ENCFF664HYQ	ENCFF664HYQ	ENCSR572FSS	ENCSR229BTC	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	DNase-seq	none	CD4-positive,-alpha-beta-T-cell	t-cell	immune	immune-system	none	none	passed
ENCFF670HYG	ENCFF670HYG	ENCSR697FME	ENCSR101JBQ	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	DNase-seq	none	CD4-positive,-alpha-beta-T-cell	t-cell	immune	immune-system	none	none	passed
ENCFF690FXX	ENCFF690FXX	ENCSR635VQU	ENCSR694JQH	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	DNase-seq	none	CD4-positive,-alpha-beta-T-cell	t-cell	immune	immune-system	none	none	passed
ENCFF698LCZ	ENCFF698LCZ	ENCSR654WXX	ENCSR574UUC	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	DNase-seq	none	CD4-positive,-alpha-beta-T-cell	t-cell	immune	immune-system	none	none	passed
ENCFF756TTI	ENCFF756TTI	ENCSR036ELY	ENCSR361DCS	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	DNase-seq	none	CD4-positive,-alpha-beta-T-cell	t-cell	immune	immune-system	none	none	passed
ENCFF759YBC	ENCFF759YBC	ENCSR452RAX	ENCSR473ZKP	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	DNase-seq	none	CD4-positive,-alpha-beta-T-cell	t-cell	immune	immune-system	none	none	passed
ENCFF787IBA	ENCFF787IBA	ENCSR883WDW	ENCSR377EST	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	DNase-seq	none	CD4-positive,-alpha-beta-T-cell	t-cell	immune	immune-system	none	none	passed
ENCFF789KOT	ENCFF789KOT	ENCSR904GDU	ENCSR681MBL	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	DNase-seq	none	CD4-positive,-alpha-beta-T-cell	t-cell	immune	immune-system	none	none	passed
ENCFF800AVZ	ENCFF800AVZ	ENCSR824YLD	ENCSR216EFF	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	DNase-seq	none	CD4-positive,-alpha-beta-T-cell	t-cell	immune	immune-system	none	none	passed
ENCFF801VBM	ENCFF801VBM	ENCSR515DVK	ENCSR198OGA	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	DNase-seq	none	CD4-positive,-alpha-beta-T-cell	t-cell	immune	immune-system	none	none	passed
ENCFF827VDW	ENCFF827VDW	ENCSR546FUC	ENCSR684NGU	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	DNase-seq	none	CD4-positive,-alpha-beta-T-cell	t-cell	immune	immune-system	none	none	passed
ENCFF839CCM	ENCFF839CCM	ENCSR111WTE	ENCSR490GMC	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	DNase-seq	none	CD4-positive,-alpha-beta-T-cell	t-cell	immune	immune-system	none	none	passed
ENCFF844SLW	ENCFF844SLW	ENCSR683QJJ	ENCSR608KBM	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	DNase-seq	none	CD4-positive,-alpha-beta-T-cell	t-cell	immune	immune-system	none	none	passed
ENCFF897WGD	ENCFF897WGD	ENCSR388NOI	ENCSR272DSY	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	DNase-seq	none	CD4-positive,-alpha-beta-T-cell	t-cell	immune	immune-system	none	none	passed
ENCFF925HKC	ENCFF925HKC	ENCSR163QXS	ENCSR845NEQ	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	DNase-seq	none	CD4-positive,-alpha-beta-T-cell	t-cell	immune	immune-system	none	none	passed
ENCFF989SDB	ENCFF989SDB	ENCSR424MWH	ENCSR701MMD	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	DNase-seq	none	CD4-positive,-alpha-beta-T-cell	t-cell	immune	immune-system	none	none	passed
ENCFF999UPL	ENCFF999UPL	ENCSR346GIP	ENCSR783NVB	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	DNase-seq	none	CD4-positive,-alpha-beta-T-cell	t-cell	immune	immune-system	none	none	passed
ENCFF298DLL	ENCFF298DLL	ENCSR239XNU	ENCSR475ZXC	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	DNase-seq	none	CD4-positive,-alpha-beta-memory-T-cell	t-cell	immune	immune-system	none	none	passed
ENCFF300VZS	ENCFF300VZS	ENCSR476VJY	ENCSR339PPY	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	ATAC-seq	none	CD8-positive,-alpha-beta-T-cell	t-cell	immune	immune-system	none	none	passed
ENCFF090SJS	ENCFF090SJS	ENCSR133QZB	ENCSR851ICD	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	DNase-seq	none	CD8-positive,-alpha-beta-T-cell	t-cell	immune	immune-system	none	none	passed
ENCFF128JQK	ENCFF128JQK	ENCSR363BTB	ENCSR299DBR	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	DNase-seq	none	CD8-positive,-alpha-beta-T-cell	t-cell	immune	immune-system	none	none	passed
ENCFF142AEB	ENCFF142AEB	ENCSR662IRS	ENCSR184UEO	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	DNase-seq	none	CD8-positive,-alpha-beta-T-cell	t-cell	immune	immune-system	none	none	passed
ENCFF267EOQ	ENCFF267EOQ	ENCSR235OZX	ENCSR809MEH	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	DNase-seq	none	CD8-positive,-alpha-beta-T-cell	t-cell	immune	immune-system	none	none	passed
ENCFF277CMB	ENCFF277CMB	ENCSR162JNV	ENCSR284ELP	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	DNase-seq	none	CD8-positive,-alpha-beta-T-cell	t-cell	immune	immune-system	none	none	passed
ENCFF290QJT	ENCFF290QJT	ENCSR840TVG	ENCSR080IFT	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	DNase-seq	none	CD8-positive,-alpha-beta-T-cell	t-cell	immune	immune-system	none	none	passed
ENCFF298KIT	ENCFF298KIT	ENCSR946BPA	ENCSR139FZM	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	DNase-seq	none	CD8-positive,-alpha-beta-T-cell	t-cell	immune	immune-system	none	none	passed
ENCFF304CVU	ENCFF304CVU	ENCSR744UQK	ENCSR620MLQ	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	DNase-seq	none	CD8-positive,-alpha-beta-T-cell	t-cell	immune	immune-system	none	none	passed
ENCFF394YXA	ENCFF394YXA	ENCSR086FTP	ENCSR637TRV	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	DNase-seq	none	CD8-positive,-alpha-beta-T-cell	t-cell	immune	immune-system	none	none	passed
ENCFF411SUJ	ENCFF411SUJ	ENCSR097AMI	ENCSR503WCY	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	DNase-seq	none	CD8-positive,-alpha-beta-T-cell	t-cell	immune	immune-system	none	none	passed
ENCFF435YEL	ENCFF435YEL	ENCSR254BCA	ENCSR538ZAV	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	DNase-seq	none	CD8-positive,-alpha-beta-T-cell	t-cell	immune	immune-system	none	none	passed
ENCFF442UAD	ENCFF442UAD	ENCSR020LUD	ENCSR842ZPS	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	DNase-seq	none	CD8-positive,-alpha-beta-T-cell	t-cell	immune	immune-system	none	none	passed
ENCFF543SFH	ENCFF543SFH	ENCSR316UDN	ENCSR004IEV	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	DNase-seq	none	CD8-positive,-alpha-beta-T-cell	t-cell	immune	immune-system	none	none	passed
ENCFF778OZV	ENCFF778OZV	ENCSR984HIY	ENCSR412RAW	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	DNase-seq	none	CD8-positive,-alpha-beta-T-cell	t-cell	immune	immune-system	none	none	passed
ENCFF828BRN	ENCFF828BRN	ENCSR129HDK	ENCSR734ERU	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	DNase-seq	none	CD8-positive,-alpha-beta-T-cell	t-cell	immune	immune-system	none	none	passed
ENCFF877GJE	ENCFF877GJE	ENCSR649XRC	ENCSR953AXC	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	DNase-seq	none	CD8-positive,-alpha-beta-T-cell	t-cell	immune	immune-system	none	none	passed
ENCFF902ZCD	ENCFF902ZCD	ENCSR842VTJ	ENCSR114IJD	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	DNase-seq	none	CD8-positive,-alpha-beta-T-cell	t-cell	immune	immune-system	none	none	passed
ENCFF947EBP	ENCFF947EBP	ENCSR321KUC	ENCSR248PZF	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	DNase-seq	none	CD8-positive,-alpha-beta-T-cell	t-cell	immune	immune-system	none	none	passed
ENCFF965SRP	ENCFF965SRP	ENCSR609DDQ	ENCSR330BZY	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	DNase-seq	none	CD8-positive,-alpha-beta-T-cell	t-cell	immune	immune-system	none	none	passed
ENCFF274ZCS	ENCFF274ZCS	ENCSR625WLB	ENCSR801SWT	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	DNase-seq	none	CD8-positive,-alpha-beta-memory-T-cell	t-cell	immune	immune-system	none	none	passed
ENCFF522ZJK	ENCFF522ZJK	ENCSR025BWH	ENCSR543PFF	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	DNase-seq	none	CD8-positive,-alpha-beta-memory-T-cell	t-cell	immune	immune-system	none	none	passed
ENCFF573UEU	ENCFF573UEU	ENCSR705GCU	ENCSR699GVT	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	DNase-seq	none	CD8-positive,-alpha-beta-memory-T-cell	t-cell	immune	immune-system	none	none	passed
ENCFF397BEG	ENCFF397BEG	ENCSR000EMN	ENCSR137UTN	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	DNase-seq	none	CMK	cell-line	cell-line	cell-line	none	none	passed
ENCFF769OSX	ENCFF769OSX	ENCSR030HFV	ENCSR931LMD	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	DNase-seq	none	Caco-2	cell-line	cell-line	cell-line	none	none	passed
ENCFF803EAA	ENCFF803EAA	ENCSR000EMI	ENCSR970OZO	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	DNase-seq	none	Caco-2	cell-line	cell-line	cell-line	none	none	passed
ENCFF011PDE	ENCFF011PDE	ENCSR515EWI	ENCSR282JGE	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	DNase-seq	none	Caki2	cell-line	cell-line	cell-line	none	none	passed
ENCFF881IRH	ENCFF881IRH	ENCSR660WSB	ENCSR808PZL	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	ATAC-seq	none	DND-41	cell-line	cell-line	cell-line	none	none	passed
ENCFF278IPS	ENCFF278IPS	ENCSR903SKE	ENCSR986OXA	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	DNase-seq	none	DND-41	cell-line	cell-line	cell-line	none	none	passed
ENCFF388CAV	ENCFF388CAV	ENCSR346IHH	ENCSR290FSX	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	DNase-seq	none	Daoy	cell-line	cell-line	cell-line	none	none	passed
ENCFF240TQT	ENCFF240TQT	ENCSR548MMD	ENCSR842TKW	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	DNase-seq	none	EH	cell-line	cell-line	cell-line	none	none	passed
ENCFF497PKT	ENCFF497PKT	ENCSR691MQJ	ENCSR371QKA	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	DNase-seq	none	EL	cell-line	cell-line	cell-line	none	none	passed
ENCFF400ACY	ENCFF400ACY	ENCSR678ILN	ENCSR639NDH	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	DNase-seq	none	ELF-1	cell-line	cell-line	cell-line	none	none	passed
ENCFF336FBD	ENCFF336FBD	ENCSR240TPI	ENCSR487CXD	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	DNase-seq	none	ELR	cell-line	cell-line	cell-line	none	none	passed
ENCFF156SML	ENCFF156SML	ENCSR269SIA	ENCSR937RAQ	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	DNase-seq	none	G401	cell-line	cell-line	cell-line	none	none	passed
ENCFF369YHN	ENCFF369YHN	ENCSR000EMO	ENCSR349PIJ	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	DNase-seq	none	GM04503	cell-line	cell-line	cell-line	none	none	passed
ENCFF624JTU	ENCFF624JTU	ENCSR000EMP	ENCSR050OKX	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	DNase-seq	none	GM04504	cell-line	cell-line	cell-line	none	none	passed
ENCFF624QIE	ENCFF624QIE	ENCSR000EMQ	ENCSR267GLX	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	DNase-seq	none	GM06990	cell-line	cell-line	cell-line	none	none	passed
ENCFF550HNX	ENCFF550HNX	ENCSR000EMR	ENCSR473GBP	ChromBPNet	selected regions for predicted signal and sequence contribution scores	bigBed	DNase-seq	none	GM12864	cell-line	cell-line	cell-line	none	none	passed
